id,energy_consumption,energy_effective,energy_waste
0,1051796619.0,763029360.0,288767259.0
1,1046624001.0,775558720.0,271065281.0
2,1051656525.0,781102350.0,270554175.0
3,1049817746.0,779456760.0,270360986.0
4,1046422186.0,771225390.0,275196796.0
5,1044669925.0,769366050.0,275303875.0
6,1044143396.0,768852480.0,275290916.0
7,1042921103.0,770493510.0,272427593.0
8,1037506307.0,762181960.0,275324347.0
9,1035992785.0,761805950.0,274186835.0
10,1035246884.0,759139300.0,276107584.0
11,1035149144.0,759007630.0,276141514.0
12,1036619769.0,763348560.0,273271209.0
13,1036605470.0,763266860.0,273338610.0
14,1033869293.0,760157510.0,273711783.0
15,1033869655.0,760410210.0,273459445.0
16,1026211002.0,749858560.0,276352442.0
17,1019487938.0,744804370.0,274683568.0
18,1018984577.0,744180030.0,274804547.0
19,1017718120.0,741694260.0,276023860.0
20,1017934415.0,743268220.0,274666195.0
21,1017591058.0,742509550.0,275081508.0
22,1018215508.0,743871850.0,274343658.0
23,1018046092.0,743939300.0,274106792.0
24,1015192446.0,738257350.0,276935096.0
25,1014087079.0,735191890.0,278895189.0
26,1012484505.0,733252370.0,279232135.0
27,1011752360.0,731779490.0,279972870.0
28,1010695682.0,732949320.0,277746362.0
29,1010622920.0,733169720.0,277453200.0
30,1011029446.0,734384960.0,276644486.0
31,1011716160.0,735052620.0,276663540.0
32,1006843821.0,719855660.0,286988161.0
33,998946610.0,716272640.0,282673970.0
34,993177054.0,716011960.0,277165094.0
35,993103387.0,713247460.0,279855927.0
36,987487500.0,697738710.0,289748790.0
37,986370549.0,696660650.0,289709899.0
38,985654875.0,697296770.0,288358105.0
39,978640401.0,692331880.0,286308521.0
40,983500070.0,698398200.0,285101870.0
41,977695762.0,692590280.0,285105482.0
42,979059416.0,693865560.0,285193856.0
43,979565311.0,693884560.0,285680751.0
44,978525647.0,692892950.0,285632697.0
45,980295465.0,693376880.0,286918585.0
46,980820727.0,694108760.0,286711967.0
47,980538729.0,694901820.0,285636909.0
48,977172129.0,687701200.0,289470929.0
49,975595076.0,688293240.0,287301836.0
50,978849456.0,693876770.0,284972686.0
51,978154416.0,693151350.0,285003066.0
52,979119146.0,694513080.0,284606066.0
53,977453222.0,692590660.0,284862562.0
54,972317890.0,683772000.0,288545890.0
55,972297618.0,685780490.0,286517128.0
56,970971431.0,683395610.0,287575821.0
57,969029482.0,682164980.0,286864502.0
58,967177671.0,678634780.0,288542891.0
59,967781306.0,679164310.0,288616996.0
60,966325704.0,679791880.0,286533824.0
61,966052213.0,676785320.0,289266893.0
62,965368576.0,676081180.0,289287396.0
63,964096689.0,675935640.0,288161049.0
64,945740755.0,599469190.0,346271565.0
65,927157123.0,581397340.0,345759783.0
66,918152554.0,577010430.0,341142124.0
67,914490019.0,578470770.0,336019249.0
68,910364486.0,563801630.0,346562856.0
69,913387548.0,566933970.0,346453578.0
70,904263157.0,552831030.0,351432127.0
71,903317432.0,554778720.0,348538712.0
72,892913914.0,544616570.0,348297344.0
73,891157671.0,550336900.0,340820771.0
74,889140788.0,546786180.0,342354608.0
75,888899153.0,546193000.0,342706153.0
76,887334951.0,539094410.0,348240541.0
77,885918807.0,537399990.0,348518817.0
78,885565857.0,540487680.0,345078177.0
79,885232817.0,540111670.0,345121147.0
80,870916441.0,521257400.0,349659041.0
81,864128760.0,517775650.0,346353110.0
82,859910555.0,513634220.0,346276335.0
83,856988672.0,509625030.0,347363642.0
84,858189426.0,512820260.0,345369166.0
85,851675779.0,509144900.0,342530879.0
86,847454678.0,504963190.0,342491488.0
87,844698410.0,501368770.0,343329640.0
88,840810349.0,497822800.0,342987549.0
89,840120739.0,496028060.0,344092679.0
90,839443618.0,496372530.0,343071088.0
91,840351876.0,497195420.0,343156456.0
92,838972475.0,497927680.0,341044795.0
93,837001385.0,495572440.0,341428945.0
94,834916808.0,491249560.0,343667248.0
95,839987342.0,493989930.0,345997412.0
96,823798340.0,462118950.0,361679390.0
97,833633518.0,472877890.0,360755628.0
98,825919841.0,465067180.0,360852661.0
99,824906241.0,466786870.0,358119371.0
100,806133645.0,432916710.0,373216935.0
101,793274500.0,424774640.0,368499860.0
102,777613113.0,406655100.0,370958013.0
103,773512739.0,404270030.0,369242709.0
104,762126572.0,386246630.0,375879942.0
105,755211286.0,381810320.0,373400966.0
106,753261011.0,382963620.0,370297391.0
107,733543595.0,363632640.0,369910955.0
108,726929674.0,355338380.0,371591294.0
109,724082544.0,353697160.0,370385384.0
110,723279628.0,358162350.0,365117278.0
111,728879768.0,364651800.0,364227968.0
112,718299775.0,349942760.0,368357015.0
113,705046955.0,340559800.0,364487155.0
114,696556245.0,330071230.0,366485015.0
115,696070803.0,326777580.0,369293223.0
116,685121751.0,313906790.0,371214961.0
117,678466019.0,315183590.0,363282429.0
118,671997803.0,310671660.0,361326143.0
119,669112120.0,308312050.0,360800070.0
120,654644066.0,296734020.0,357910046.0
121,649893178.0,297246830.0,352646348.0
122,642833092.0,295701940.0,347131152.0
123,641181286.0,297251770.0,343929516.0
124,636483250.0,295111610.0,341371640.0
125,625887329.0,287351440.0,338535889.0
126,600102431.0,275526030.0,324576401.0
127,586240546.0,270782680.0,315457866.0
