job_id,subtime,start_time,finish_time,waiting_time
27870,5172100,5180659.0,5181426.0,8559.0
27872,5173299,5181426.0,5182178.0,8127.0
27874,5174121,5182178.0,5182461.0,8057.0
27864,5169628,5171800.0,5183642.0,2172.0
27879,5176706,5183642.0,5183650.0,6936.0
27882,5181468,5184168.0,5184195.0,2700.0
27880,5176800,5183650.0,5184286.0,6850.0
27883,5181475,5186986.0,5187047.0,5511.0
27875,5174441,5182461.0,5189484.0,8020.0
27884,5181554,5187047.0,5197967.0,5493.0
27885,5181555,5189484.0,5198263.0,7929.0
27888,5190582,5197967.0,5199865.0,7385.0
27887,5190519,5197967.0,5199931.0,7448.0
27911,5192488,5205031.0,5214843.0,12543.0
27912,5202307,5214843.0,5214935.0,12536.0
28065,5212782,5214935.0,5214996.0,2153.0
28066,5212849,5214935.0,5214997.0,2086.0
28067,5212916,5214935.0,5214998.0,2019.0
28049,5211862,5214935.0,5215004.0,3073.0
27932,5204066,5214935.0,5215069.0,10869.0
27929,5203790,5214935.0,5215078.0,11145.0
27944,5205024,5215078.0,5215117.0,10054.0
27947,5205268,5215117.0,5215162.0,9849.0
27933,5204302,5215069.0,5215192.0,10767.0
27948,5205380,5215162.0,5215209.0,9782.0
27952,5205647,5215209.0,5215279.0,9562.0
27953,5205800,5215279.0,5215319.0,9479.0
27949,5205488,5215192.0,5215326.0,9704.0
27957,5206104,5215326.0,5215381.0,9222.0
27954,5205902,5215319.0,5215405.0,9417.0
27958,5206250,5215381.0,5215467.0,9131.0
27987,5208248,5215467.0,5215471.0,7219.0
27988,5208273,5215471.0,5215475.0,7198.0
27969,5206922,5215405.0,5215477.0,8483.0
27989,5208311,5215475.0,5215527.0,7164.0
27998,5208874,5215527.0,5215602.0,6653.0
28014,5209589,5215602.0,5215650.0,6013.0
28052,5212243,5215650.0,5215976.0,3407.0
28074,5213306,5215976.0,5216153.0,2670.0
28077,5213540,5216153.0,5216483.0,2613.0
28092,5214482,5216483.0,5216615.0,2001.0
28096,5214704,5216615.0,5216643.0,1911.0
28098,5214744,5216643.0,5216671.0,1899.0
28100,5214816,5216671.0,5216810.0,1855.0
28102,5215050,5216810.0,5217118.0,1760.0
28104,5215272,5217118.0,5217263.0,1846.0
28110,5215531,5217263.0,5217422.0,1732.0
28115,5216845,5217422.0,5217731.0,577.0
28116,5217276,5217731.0,5217823.0,455.0
28117,5217444,5217823.0,5217972.0,379.0
28118,5217607,5217972.0,5218033.0,365.0
28119,5217722,5218033.0,5218102.0,311.0
28120,5218447,5218447.0,5218516.0,0.0
28121,5218528,5218528.0,5218825.0,0.0
27990,5208456,5215477.0,5219108.0,7021.0
27999,5208908,5219108.0,5219173.0,10200.0
28000,5208983,5219173.0,5219257.0,10190.0
28003,5209128,5219257.0,5219317.0,10129.0
28114,5216803,5220035.0,5220055.0,3232.0
28134,5219908,5220055.0,5220086.0,147.0
28136,5220015,5220086.0,5220111.0,71.0
28113,5216536,5220035.0,5220228.0,3499.0
28139,5220304,5220304.0,5220319.0,0.0
28141,5220570,5220570.0,5220594.0,0.0
